Signal-1,Signal-2,Signal-3,Signal-4,Signal-5,Signal-6,Signal-7
2.949629E7,0.0212,0.0984,0.9487,124335.0,105140.0,112211.0
2.9496291E7,0.0212,0.0984,0.9487,124351.0,105140.0,112211.0
2.9496292E7,0.0601,0.1042,0.9546,124351.0,105259.0,112211.0
2.9496293E7,0.0601,0.1042,0.9546,124351.0,105259.0,112211.0
2.9496294E7,0.0601,0.1042,0.9546,124351.0,105259.0,112211.0
2.9496295E7,-0.0293,0.0166,1.0208,124351.0,105259.0,112545.0
2.9496296E7,-0.0293,0.0166,1.0208,124351.0,105259.0,112545.0
2.9496297E7,-0.0293,0.0166,1.0208,124191.0,105259.0,112545.0
2.9496298E7,-0.0132,0.0093,1.0059,124191.0,105013.0,112545.0
2.9496299E7,-0.0132,0.0093,1.0059,124191.0,105013.0,112545.0
2.94963E7,-0.0132,0.0093,1.0059,124191.0,105013.0,112545.0
2.9496301E7,0.0215,0.0984,0.9543,124191.0,105013.0,112264.0
2.9496302E7,0.0215,0.0984,0.9543,124191.0,105013.0,112264.0
2.9496303E7,0.0215,0.0984,0.9543,124440.0,105013.0,112264.0
2.9496304E7,0.0732,0.1147,0.9458,124440.0,105194.0,112264.0
2.9496305E7,0.0732,0.1147,0.9458,124440.0,105194.0,112264.0
2.9496306E7,0.0732,0.1147,0.9458,124440.0,105194.0,112264.0
2.9496307E7,-0.0271,0.009,1.0137,124440.0,105194.0,112241.0
2.9496308E7,-0.0271,0.009,1.0137,124440.0,105194.0,112241.0
2.9496309E7,-0.0271,0.009,1.0137,123980.0,105194.0,112241.0
2.949631E7,-0.0098,0.0137,1.0105,123980.0,104871.0,112241.0
2.9496311E7,-0.0098,0.0137,1.0105,123980.0,104871.0,112241.0
2.9496312E7,-0.0098,0.0137,1.0105,123980.0,104871.0,112241.0
2.9496313E7,0.0359,0.0981,0.9534,123980.0,104871.0,112383.0
2.9496314E7,0.0359,0.0981,0.9534,123980.0,104871.0,112383.0
2.9496315E7,0.0359,0.0981,0.9534,124527.0,104871.0,112383.0
2.9496316E7,0.0603,0.1047,0.948,124527.0,105168.0,112383.0
2.9496317E7,0.0603,0.1047,0.948,124527.0,105168.0,112383.0
2.9496318E7,0.0603,0.1047,0.948,124527.0,105168.0,112383.0
2.9496319E7,-0.0339,0.0117,1.0159,124527.0,105168.0,112077.0
2.949632E7,-0.0339,0.0117,1.0159,124527.0,105168.0,112077.0
2.9496321E7,-0.0339,0.0117,1.0159,124132.0,105168.0,112077.0
2.9496322E7,2.0E-4,0.0112,1.0146,124132.0,104985.0,112077.0
2.9496323E7,2.0E-4,0.0112,1.0146,124132.0,104985.0,112077.0
2.9496324E7,2.0E-4,0.0112,1.0146,124132.0,104985.0,112077.0
2.9496325E7,0.0349,0.0952,0.9602,124132.0,104985.0,112570.0
2.9496326E7,0.0349,0.0952,0.9602,124132.0,104985.0,112570.0
2.9496327E7,0.0349,0.0952,0.9602,124254.0,104985.0,112570.0
2.9496328E7,0.0581,0.0972,0.95,124254.0,104916.0,112570.0
2.9496329E7,0.0581,0.0972,0.95,124254.0,104916.0,112570.0
2.949633E7,0.0581,0.0972,0.95,124254.0,104916.0,112570.0
2.9496331E7,-0.0286,0.0383,1.0095,124254.0,104916.0,111865.0
2.9496332E7,-0.0286,0.0383,1.0095,124254.0,104916.0,111865.0
2.9496333E7,-0.0286,0.0383,1.0095,124344.0,104916.0,111865.0
2.9496334E7,0.0056,0.0154,1.0188,124344.0,105084.0,111865.0
2.9496335E7,0.0056,0.0154,1.0188,124344.0,105084.0,111865.0
2.9496336E7,0.0056,0.0154,1.0188,124344.0,105084.0,111865.0
2.9496337E7,0.0193,0.0825,0.959,124344.0,105084.0,112618.0
2.9496338E7,0.0193,0.0825,0.959,124344.0,105084.0,112618.0
2.9496339E7,0.0193,0.0825,0.959,124085.0,105084.0,112618.0
2.949634E7,0.0576,0.0964,0.947,124085.0,104777.0,112618.0
2.9496341E7,0.0576,0.0964,0.947,124085.0,104777.0,112618.0
2.9496342E7,0.0576,0.0964,0.947,124085.0,104777.0,112618.0
2.9496343E7,-0.0139,0.0344,1.0071,124085.0,104777.0,111890.0
2.9496344E7,-0.0139,0.0344,1.0071,124085.0,104777.0,111890.0
2.9496345E7,-0.0139,0.0344,1.0071,124590.0,104777.0,111890.0
2.9496346E7,-5.0E-4,0.0125,1.0205,124590.0,105202.0,111890.0
2.9496347E7,-5.0E-4,0.0125,1.0205,124590.0,105202.0,111890.0
2.9496348E7,-5.0E-4,0.0125,1.0205,124590.0,105202.0,111890.0
2.9496349E7,0.0227,0.0708,0.9641,124590.0,105202.0,112468.0
2.949635E7,0.0227,0.0708,0.9641,124590.0,105202.0,112468.0
2.9496351E7,0.0227,0.0708,0.9641,123894.0,105202.0,112468.0
2.9496352E7,0.0566,0.116,0.938,123894.0,104601.0,112468.0
2.9496353E7,0.0566,0.116,0.938,123894.0,104601.0,112468.0
2.9496354E7,0.0566,0.116,0.938,123894.0,104601.0,112468.0
2.9496355E7,-0.0137,0.0132,1.0242,123894.0,104601.0,111917.0
2.9496356E7,-0.0137,0.0132,1.0242,123894.0,104601.0,111917.0
2.9496357E7,-0.0137,0.0132,1.0242,124669.0,104601.0,111917.0
2.9496358E7,-0.0142,0.0117,1.0156,124669.0,105161.0,111917.0
2.9496359E7,-0.0142,0.0117,1.0156,124669.0,105161.0,111917.0
2.949636E7,-0.0142,0.0117,1.0156,124669.0,105161.0,111917.0
2.9496361E7,0.0237,0.0901,0.9451,124669.0,105161.0,112261.0
2.9496362E7,0.0237,0.0901,0.9451,124669.0,105161.0,112261.0
2.9496363E7,0.0237,0.0901,0.9451,123822.0,105161.0,112261.0
2.9496364E7,0.0598,0.1221,0.9421,123822.0,104525.0,112261.0
2.9496365E7,0.0598,0.1221,0.9421,123822.0,104525.0,112261.0
2.9496366E7,0.0598,0.1221,0.9421,123822.0,104525.0,112261.0
2.9496367E7,-0.0388,0.0076,1.0322,123822.0,104525.0,112062.0
2.9496368E7,-0.0388,0.0076,1.0322,123822.0,104525.0,112062.0
2.9496369E7,-0.0388,0.0076,1.0322,124742.0,104525.0,112062.0
2.949637E7,-0.0049,0.0161,1.0171,124742.0,105141.0,112062.0
2.9496371E7,-0.0049,0.0161,1.0171,124742.0,105141.0,112062.0
2.9496372E7,-0.0049,0.0161,1.0171,124742.0,105141.0,112062.0
2.9496373E7,0.0347,0.1045,0.9402,124742.0,105141.0,112128.0
2.9496374E7,0.0347,0.1045,0.9402,124742.0,105141.0,112128.0
2.9496375E7,0.0347,0.1045,0.9402,123913.0,105141.0,112128.0
2.9496376E7,0.0571,0.1099,0.9531,123913.0,104552.0,112128.0
2.9496377E7,0.0571,0.1099,0.9531,123913.0,104552.0,112128.0
2.9496378E7,0.0571,0.1099,0.9531,123913.0,104552.0,112128.0
2.9496379E7,-0.0356,-0.0037,1.0361,123913.0,104552.0,112177.0
2.949638E7,-0.0356,-0.0037,1.0361,123913.0,104552.0,112177.0
2.9496381E7,-0.0356,-0.0037,1.0361,124682.0,104552.0,112177.0
2.9496382E7,-0.0029,0.0225,1.0056,124682.0,105035.0,112177.0
2.9496383E7,-0.0029,0.0225,1.0056,124682.0,105035.0,112177.0
2.9496384E7,-0.0029,0.0225,1.0056,124682.0,105035.0,112177.0
2.9496385E7,0.04,0.1135,0.9314,124682.0,105035.0,111980.0
2.9496386E7,0.04,0.1135,0.9314,124682.0,105035.0,111980.0
2.9496387E7,0.04,0.1135,0.9314,123930.0,105035.0,111980.0
2.9496388E7,0.0483,0.0964,0.9539,123930.0,104513.0,111980.0
2.9496389E7,0.0483,0.0964,0.9539,123930.0,104513.0,111980.0
2.949639E7,0.0483,0.0964,0.9539,123930.0,104513.0,111980.0
2.9496391E7,-0.0369,0.002,1.032,123930.0,104513.0,112090.0
2.9496392E7,-0.0369,0.002,1.032,123930.0,104513.0,112090.0
2.9496393E7,-0.0369,0.002,1.032,124477.0,104513.0,112090.0
2.9496394E7,0.0063,0.0215,1.0066,124477.0,104836.0,112090.0
2.9496395E7,0.0063,0.0215,1.0066,124477.0,104836.0,112090.0
2.9496396E7,0.0063,0.0215,1.0066,124477.0,104836.0,112090.0
2.9496397E7,0.0337,0.1155,0.9368,124477.0,104836.0,111959.0
2.9496398E7,0.0337,0.1155,0.9368,124477.0,104836.0,111959.0
2.9496399E7,0.0337,0.1155,0.9368,124234.0,104836.0,111959.0
2.94964E7,0.0544,0.0891,0.9692,124234.0,104683.0,111959.0
2.9496401E7,0.0544,0.0891,0.9692,124234.0,104683.0,111959.0
2.9496402E7,0.0544,0.0891,0.9692,124234.0,104683.0,111959.0
2.9496403E7,-0.0273,0.0029,1.0239,124234.0,104683.0,112110.0
2.9496404E7,-0.0273,0.0029,1.0239,124234.0,104683.0,112110.0
2.9496405E7,-0.0273,0.0029,1.0239,124332.0,104683.0,112110.0
2.9496406E7,0.0032,0.0229,0.9995,124332.0,104669.0,112110.0
2.9496407E7,0.0032,0.0229,0.9995,124332.0,104669.0,112110.0
2.9496408E7,0.0032,0.0229,0.9995,124332.0,104669.0,112110.0
2.9496409E7,0.032,0.1177,0.9414,124332.0,104669.0,111956.0
2.949641E7,0.032,0.1177,0.9414,124332.0,104669.0,111956.0
2.9496411E7,0.032,0.1177,0.9414,124342.0,104669.0,111956.0
2.9496412E7,0.0566,0.0928,0.9648,124342.0,104692.0,111956.0
2.9496413E7,0.0566,0.0928,0.9648,124342.0,104692.0,111956.0
2.9496414E7,0.0566,0.0928,0.9648,124342.0,104692.0,111956.0
2.9496415E7,-0.0342,0.0056,1.0264,124342.0,104692.0,111965.0
2.9496416E7,-0.0342,0.0056,1.0264,124342.0,104692.0,111965.0
2.9496417E7,-0.0342,0.0056,1.0264,124217.0,104692.0,111965.0
2.9496418E7,-0.0059,0.0173,1.0063,124217.0,104563.0,111965.0
2.9496419E7,-0.0059,0.0173,1.0063,124217.0,104563.0,111965.0
2.949642E7,-0.0059,0.0173,1.0063,124217.0,104563.0,111965.0
2.9496421E7,0.0374,0.1125,0.9487,124217.0,104563.0,112042.0
2.9496422E7,0.0374,0.1125,0.9487,124217.0,104563.0,112042.0
2.9496423E7,0.0374,0.1125,0.9487,124480.0,104563.0,112042.0
2.9496424E7,0.0613,0.0869,0.9629,124480.0,104731.0,112042.0
2.9496425E7,0.0613,0.0869,0.9629,124480.0,104731.0,112042.0
2.9496426E7,0.0613,0.0869,0.9629,124480.0,104731.0,112042.0
2.9496427E7,-0.0425,-0.002,1.0291,124480.0,104731.0,111798.0
2.9496428E7,-0.0425,-0.002,1.0291,124480.0,104731.0,111798.0
2.9496429E7,-0.0425,-0.002,1.0291,124123.0,104731.0,111798.0
2.949643E7,-7.0E-4,0.0232,1.0066,124123.0,104459.0,111798.0
2.9496431E7,-7.0E-4,0.0232,1.0066,124123.0,104459.0,111798.0
2.9496432E7,-7.0E-4,0.0232,1.0066,124123.0,104459.0,111798.0
2.9496433E7,0.0322,0.1162,0.9443,124123.0,104459.0,112103.0
2.9496434E7,0.0322,0.1162,0.9443,124123.0,104459.0,112103.0
2.9496435E7,0.0322,0.1162,0.9443,124424.0,104459.0,112103.0
2.9496436E7,0.0552,0.0908,0.9563,124424.0,104643.0,112103.0
2.9496437E7,0.0552,0.0908,0.9563,124424.0,104643.0,112103.0
2.9496438E7,0.0552,0.0908,0.9563,124424.0,104643.0,112103.0
2.9496439E7,-0.0464,0.0083,1.0227,124424.0,104643.0,111634.0
2.949644E7,-0.0464,0.0083,1.0227,124424.0,104643.0,111634.0
2.9496441E7,-0.0464,0.0083,1.0227,124234.0,104643.0,111634.0
2.9496442E7,5.0E-4,0.0283,1.002,124234.0,104494.0,111634.0
2.9496443E7,5.0E-4,0.0283,1.002,124234.0,104494.0,111634.0
2.9496444E7,5.0E-4,0.0283,1.002,124234.0,104494.0,111634.0
2.9496445E7,0.0337,0.113,0.9426,124234.0,104494.0,112205.0
2.9496446E7,0.0337,0.113,0.9426,124234.0,104494.0,112205.0
2.9496447E7,0.0337,0.113,0.9426,124394.0,104494.0,112205.0
2.9496448E7,0.052,0.0876,0.9619,124394.0,104560.0,112205.0
2.9496449E7,0.052,0.0876,0.9619,124394.0,104560.0,112205.0
2.949645E7,0.052,0.0876,0.9619,124394.0,104560.0,112205.0
2.9496451E7,-0.0403,0.0088,1.0247,124394.0,104560.0,111561.0
2.9496452E7,-0.0403,0.0088,1.0247,124394.0,104560.0,111561.0
2.9496453E7,-0.0403,0.0088,1.0247,124328.0,104560.0,111561.0
2.9496454E7,0.0117,0.0339,1.0127,124328.0,104512.0,111561.0
